Symbol,Name,Sector
SGC,Superior Group of Companies,Discretionary
SGEN,Seagen,Healthcare
SGMA,SigmaTron International,Industrial
SGMO,Sangamo Therapeutics,Healthcare
SGRP,SPAR Group,Communication
SHBI,Shore Bancshares,Financials
SHEN,Shenandoah Telecommunications Company,Information Technology
SHIP,Seanergy Maritime Holdings,Industrial
SHLD,Sears Holdings Corporation,ETF
SHLM,A. Schulman, Inc.,ETF
SHOO,Steven Madden,Discretionary
SHPG,Shire plc,ETF
SIEB,Siebert Financial,Financials
SIEN,Sientra,Healthcare
SIFI,SI Financial Group, Inc.,ETF
SIFY,Sify Technologies,Communication
SIGA,SIGA Technologies,Healthcare
SIGI,Selective Insurance Group,Financials
SILC,Silicom,Industrial
SIMO,Silicon Motion Technology,Information Technology
SIRI,Sirius XM Holdings,Communication
SIVB,SVB Financial Group,Financials
SIXD,6D Global Technologies, Inc.,ETF
SKOR,FlexShares Credit,ETF
SKYS,Sky Solar Holdings, Ltd.,ETF
SKYW,SkyWest,Industrial
SKYY,First Trust ISE Cloud Computing Index Fund,ETF
SLAB,Silicon Laboratories,Information Technology
SLGN,Silgan Holdings,Materials
SLM,SLM Corporation,Financials
SLMBP,SLM Corporation,ETF
SLP,Simulations Plus,Healthcare
SLRC,SLR Investment,Financials
SLVO,Credit Suisse AG,ETF
SMBC,Southern Missouri Bancorp,Financials
SMCI,Super Micro Computer,Information Technology
SMIT,Schmitt Industries,Industrial
SMLR,Semler Scientific,Healthcare
SMMF,Summit Financial Group,Financials
SMPL,The Simply Good Foods Company,Staples
SMRT,SmartRent,Information Technology
SMSI,Smith Micro Software,Information Technology
SMTC,Semtech,Information Technology
SNCR,Synchronoss Technologies,Information Technology
SNFCA,Security National Financial,Financials
SNMX,Senomyx, Inc.,ETF
SNPS,Synopsys,Information Technology
SOCL,Global X Social Media Index ETF,ETF
SODA,SodaStream International Ltd.,ETF
SOFO,Sonic Foundry, Inc.,ETF
SOHO,Sotherly Hotels,Real Estate
SOHU,Sohu.com,Information Technology
SONC,Sonic Corp.,ETF
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,ETF
SP,SP Plus,Industrial
SPCB,SuperCom,Industrial
SPDC,Speed Commerce, Inc.,ETF
SPIL,Siliconware Precision Industries Company, Ltd.,ETF
SPLK,Splunk,Information Technology
SPNS,Sapiens International,Information Technology
SPOK,Spok Holdings,Information Technology
SPPI,Spectrum Pharmaceuticals,Healthcare
SPRO,Spero Therapeutics,Healthcare
SPSC,SPS Commerce,Information Technology
SPTN,SpartanNash Company,Staples
SPWH,Sportsman's Warehouse Holdings,Discretionary
SPWR,SunPower,Information Technology
SQQQ,ProShares UltraPro Short QQQ,ETF
SRCE,1st Source,Financials
SRCL,Stericycle,Industrial
SRDX,SurModics,Healthcare
SRNE,Sorrento Therapeutics,Healthcare
SRPT,Sarepta Therapeutics,Healthcare
SSB,South State,Financials
SSBI,Summit State Bank,Financials
SSNC,SS&C Technologies Holdings,Information Technology
SSYS,Stratasys,Information Technology
STAA,STAAR Surgical Company,Healthcare
STBA,S&T Bancorp,Financials
STBZ,State Bank Financial Corporation.,ETF
STEM,Stem, Inc.,Information Technology
STKL,SunOpta,Staples
STLD,Steel Dynamics,Materials
STLY,Stanley Furniture Company, Inc.,ETF
STPP,Barclays PLC,ETF
STRA,Strategic Education,Discretionary
STRL,Sterling Construction Company,Industrial
STRM,Streamline Health Solutions,Healthcare
STRN,Stran & Company,Communication
STRS,Stratus Properties,Real Estate
STRT,STRATTEC Security,Industrial
STX,Seagate Technology Holdings,Information Technology
STXS,Stereotaxis,Healthcare
SUPN,Supernus Pharmaceuticals,Healthcare
SURG,SurgePays,Information Technology
SVA,Sinovac Biotech, Ltd.,ETF
SVVC,Firsthand Technology Value Fund,Financials
SWIR,Sierra Wireless,Industrial
SWKS,Skyworks Solutions,Information Technology
SWSH,Swisher Hygiene, Inc.,ETF
SYBT,Stock Yards Bancorp,Financials
SYNA,Synaptics,Information Technology
SYNT,Syntel, Inc.,ETF
SYPR,Sypris Solutions,Industrial
TACT,TransAct Technologies,Information Technology
TAIT,Taitron Components,Industrial
TAPR,Barclays PLC,ETF
TAST,Carrols Restaurant Group,Discretionary
TATT,TAT Technologies,Industrial
TAYD,Taylor Devices,Industrial
TBBK,The Bancorp,Financials
TBK,Triumph Bancorp,Financials
TBNK,Territorial Bancorp,Financials
TBPH,Theravance Biopharma,Healthcare
TCBI,Texas Capital Bancshares,Financials
TCBK,TriCo Bancshares,Financials
TCCO,Technical Communications Corporation,ETF
TCFC,The Community Financial Corporation,Financials
TCPC,Blackrock TCP Capital,Financials
TCX,Tucows,Information Technology
TDIV,First Trust Exchange,ETF
TECH,Bio-Techne,Healthcare
TEDU,Tarena International,Discretionary
TENX,Tenax Therapeutics,Healthcare
TESS,TESSCO Technologies,Industrial
TFSL,TFS Financial,Financials
TGA,TransGlobe Energy,Energy
TGEN,Tecogen Inc.,ETF
TGLS,Tecnoglass,Materials
TGTX,TG Therapeutics,Healthcare
THFF,First Financial,Financials
THRM,Gentherm,Industrial
THRX,Theseus Pharmaceuticals,Healthcare
THST,Truett,ETF
TIGR,UP Fintech Holding,Financials
TILE,Interface,Industrial
TINY,Harris & Harris Group, Inc.,ETF
TIPT,Tiptree,Financials
TITN,Titan Machinery,Industrial
TLF,Tandy Leather Factory, Inc.,ETF
TLOG,TetraLogic Pharmaceuticals Corporation,ETF
TNDM,Tandem Diabetes Care,Healthcare
TNXP,Tonix Pharmaceuticals Holding,Healthcare
TOPS,Top Ships,Energy
TORM,TOR Minerals International Inc,ETF
TOUR,Tuniu,Discretionary
TOWN,TowneBank,Financials
TQQQ,ProShares UltraPro QQQ,ETF
TREE,LendingTree,Financials
TRIB,Trinity Biotech,Healthcare
TRIP,TripAdvisor,Information Technology
TRMB,Trimble,Industrial
TRMK,Trustmark,Financials
TRNS,Transcat,Industrial
TRNX,Tornier N.V.,ETF
TROW,T. Rowe Price Group,Financials
TRS,TriMas,Industrial
TRST,TrustCo Bank Corp NY,Financials
TRTL,TortoiseEcofin Acquisition III,SPAC
TRUE,TrueCar,Information Technology
TRVN,Trevena,Healthcare
TSBK,Timberland Bancorp,Financials
TSCO,Tractor Supply Company,Discretionary
TSEM,Tower Semiconductor,Information Technology
TSLA,Tesla,Discretionary
TSRI,TSR, Inc.,Information Technology
TSRO,TESARO, Inc.,ETF
TTEC,TTEC Holdings,Information Technology
TTEK,Tetra Tech,Industrial
TTGT,TechTarget,Communication
TTMI,TTM Technologies,Industrial
TTOO,T2 Biosystems,Healthcare
TTWO,Take-Two Interactive Software,Communication
TUSA,First Trust Total US Market AlphaDEX ETF,ETF
TVIX,Credit Suisse AG,ETF
TWER,Towerstream Corporation,ETF
TWIN,Twin Disc,,Industrial
TWOU,2U, Inc.,Information Technology
TXN,Texas Instruments,Information Technology
TXRH,Texas Roadhouse,Discretionary
TZOO,Travelzoo,Information Technology
UAE,iShares MSCI UAE Capped ETF,ETF
UBCP,United Bancorp,Financials
UBFO,United Security Bancshares,Financials
UBOH,United Bancshares,Financials
UBSI,United Bankshares,Financials
UCBA,United Community Bancorp,ETF
UCBI,United Community Banks,Financials
UCTT,Ultra Clean Holdings,Information Technology
UEIC,Universal Electronics,Discretionary
UG,United-Guardian,Discretionary
ULBI,Ultralife,Industrial
ULTA,Ulta Beauty,Discretionary
ULTR,Ultrapetrol (Bahamas) Limited,ETF
UMBF,UMB Financial,Financials
UMPQ,Umpqua Holdings,Financials
UNAM,Unico American,Financials
UNB,Union Bankshares,Financials
UNFI,United Natural Foods,Staples
UNTY,Unity Bancorp,Financials
UPLD,Upland Software,Information Technology
USAP,Universal Stainless & Alloy Products,Materials
USEG,U.S. Energy,Energy
USLM,United States Lime & Minerals,Materials
USLV,Credit Suisse AG,ETF
UTHR,United Therapeutics,Healthcare
UTMD,Utah Medical Products,Healthcare
UTSI,UTStarcom Holdings,Industrial
UVSP,Univest Financial,Financials
VALU,Value Line,Financials
VALX,Validea Market Legends ETF,ETF
VBFC,Village Bank & Trust Financial,Financials
VBIV,VBI Vaccines,Healthcare
VBLT,Vascular Biogenics,Healthcare
VBND,Vident Core U.S. Bond Strategy Fund,ETF
VBTX,Veritex Holdings,Financials
VCEL,Vericel,Healthcare
VCIT,Vanguard Intermediate,ETF
VCLT,Vanguard Long,ETF
VCSH,Vanguard Short,ETF
VCYT,Veracyte,Healthcare
VECO,Veeco Instruments,Information Technology
VGIT,Vanguard Intermediate,ETF
VGLT,Vanguard Long,ETF
VGSH,Vanguard Short,ETF
VIA,Via Renewables,Utilities
VICR,Vicor,Industrial
VIDE,Video Display Corporation,ETF
VIDI,Vident International Equity Fund,ETF
VIEW,View, Inc.,Industrial
VIIX,Credit Suisse AG,ETF
VIIZ,Credit Suisse AG,ETF
VIMC,Vimicro International Corporation,ETF
VIP,VimpelCom Ltd.,ETF
VIRC,Virco Manufacturing,Industrial
VIVO,Meridian Bioscience,Healthcare
VLGEA,Village Super Market,Staples
VNDA,Vanda Pharmaceuticals,Healthcare
VNOM,Viper Energy Partners LP,Energy
VNQI,Vanguard Global ex,ETF
VOD,Vodafone Group,Information Technology
VONE,Vanguard Russell 1000 ETF,ETF
VONG,Vanguard Russell 1000 Growth ETF,ETF
VONV,Vanguard Russell 1000 Value ETF,ETF
VOXX,VOXX International,Discretionary
VRA,Vera Bradley,Discretionary
VRNS,Varonis Systems,Information Technology
VRNT,Verint Systems,Information Technology
VRSK,Verisk Analytics,Services
VRSN,VeriSign,Information Technology
VRTB,Vestin Realty Mortgage II, Inc.,ETF
VRTS,Virtus Investment Partners,Financials
VRTX,Vertex Pharmaceuticals,Healthcare
VSAT,ViaSat,Industrial
VSEC,VSE Corporation,Industrial
VSTM,Verastem,Healthcare
VTHR,Vanguard Russell 3000 ETF,ETF
VTIP,Vanguard Short,ETF
VTNR,Vertex Energy,Energy
VTWG,Vanguard Russell 2000 Growth ETF,ETF
VTWO,Vanguard Russell 2000 ETF,ETF
VTWV,Vanguard Russell 2000 Value ETF,ETF
VUSE,Vident Core US Equity ETF,ETF
VWOB,Vanguard Emerging Markets Government Bond ETF,ETF
VXUS,Vanguard Total International Stock ETF,ETF
WABC,Westamerica Bancorporation,Financials
WAFD,Washington Federal,Financials
WASH,Washington Trust Bancorp,Financials
WATT,Energous,Industrial
WAYN,Wayne Savings Bancshares Inc.,ETF
WB,Weibo,Information Technology
WBA,Walgreens Boots Alliance,Staples
WDC,Western Digital,Information Technology
WDFC,WD-40 Company,Discretionary
WEN,The Wendy's Company,Discretionary
WERN,Werner Enterprises,Industrial
WETF,WisdomTree Investments,Financials
WEYS,Weyco Group,Industrial
WHF,WhiteHorse Finance,Financials
WHLM,Wilhelmina International,Industrial
WHLR,Wheeler Real Estate Investment Trust,Real Estate
WHLRP,Wheeler Real Estate Investment Trust, Inc.,ETF
WILC,G. Willi-Food International,Staples
WINA,Winmark,Discretionary
WIRE,Encore Wire,Industrial
WIX,Wix.com,Information Technology
WLDN,Willdan Group,Services
WLFC,Willis Lease Finance,Industrial
WOOD,iShares S&P Global Timber & Forestry Index Fund,ETF
WOOF,Petco Health And Wellness Company,Discretionary
WPRT,Westport Fuel Systems,Industrial
WRLD,World Acceptance,Financials
WSBC,WesBanco,Financials
WSBF,Waterstone Financial,Financials
WSCI,WSI Industries Inc.,ETF
WSFS,WSFS Financial,Financials
WSTL,Westell Technologies, Inc.,ETF
WTBA,West Bancorporation,Financials
WTFC,Wintrust Financial,Financials
WVFC,WVS Financial,Financials
WVVI,Willamette Valley Vineyards,Discretionary
WWD,Woodward,Industrial
WYNN,Wynn Resorts,Discretionary
XCRA,Xcerra Corporation,ETF
XENE,Xenon Pharmaceuticals,Healthcare
XNCR,Xencor,Healthcare
XNET,Xunlei,Information Technology
XOMA,XOMA Corporation,Healthcare
XONE,The ExOne Company,ETF
XPLR,Xplore Technologies Corp,ETF
XRAY,Dentsply Sirona,Healthcare
XTLB,XTL Biopharmaceuticals,Healthcare
YDIV,First Trust International Multi,ETF
YNDX,Yandex,Information Technology
YORW,The York Water Company,Utilities
YY,JOYY Inc.,Information Technology
Z,Zillow Group,Information Technology
ZAZA,ZaZa Energy Corporation,ETF
ZBRA,Zebra Technologies,Industrial
ZEUS,Olympic Steel,Materials
ZION,Zions Bancorporation NA,Financials
ZIV,Credit Suisse AG,ETF
ZUMZ,Zumiez,Discretionary
